name,overview,popularity,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,first_air_year,in_production_True
Interview with the Vampire,"Louis de Pointe's epic story of love, blood, and the perils of immortality, as told to the journalist Daniel Molloy. Chafing at the limitations of life as a black man in 1900s New Orleans, Louis finds it impossible to resist the rakish Lestat De Lioncourt's offer of the ultimate escape: joining him as his vampire companion.",0.03982365950308655,0.7296,0.008487950522499467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,True
WWE Tough Enough,WWE Tough Enough is a professional wrestling reality television program produced by WWE where in participants undergo professional wrestling training and compete for a contract with WWE.,0.029234429276455736,0.7400000000000001,0.00042653017701002344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.0,False
Nachtlinie,,0.04627961467666232,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0,False
Steve Austin's Broken Skull Challenge,"Hall of Fame professional wrestler Steve Austin invites eight elite athletes to his ranch each week to compete in head-to-head battles until only one is left standing. That man or woman then takes on Steve's personal obstacle course, the Skullbuster, for a chance to win $10,000.",0.07026455340042749,0.49000000000000005,0.0005544892301130305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,False
Lovely Runner,"Right after Ryu Sun-jae, a top star, ends his life, Im Sol, his top fan, somehow ends up at a time when they were in high school and tries to protect him. A fantasy romance unfolds where people who missed each other in time finally meet.",0.05224660819331811,0.8553000000000002,0.0036255065045851993,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2024.0,False
Half Blue Sky,"Suzume is a girl born to a family running a small restaurant in Gifu Prefecture. She loses her hearing in one ear from a disease.  Encouraged by her loving parents and childhood friend, she lives through an eventful life with a tenacious spirit.",0.04314536596579918,0.76,0.00021326508850501172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
Aladdin,"Aladdin is an animated television series made by Walt Disney Television which aired from 1994 to 1995, based on the original 1992 feature. It was animated at the Slightly Offbeat Productions Studios in Penrose, Auckland, New Zealand. Coming on the heels of the direct-to-video sequel The Return of Jafar, the series picked up where that installment left off, with Aladdin now living in the palace, engaged to beautiful and spunky Princess Jasmine. ""Al"" and Jasmine went together into peril among sorcerers, monsters, thieves, and more. Monkey sidekick Abu, the animated Magic Carpet, and the fast-talking, shape-shifting Genie came along to help, as did sassy, complaining parrot Iago, formerly Jafar’s pet but now an antihero. Jafar, having previously been destroyed in the second movie, returns in only one episode which also serves as a crossover with Hercules: The Animated Series.",0.04460596492811389,0.6864,0.013776924717423757,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,False
Lou Grant,"The trials of a former television station manager turned newspaper city editor, and his journalist staff.",0.06506984092133129,0.7200000000000001,0.0009383663894220516,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1977.0,False
Unbreakable Kimmy Schmidt,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",0.039264204751459086,0.7139000000000001,0.021710386009810193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,False
The Man from Snowy River,"The Man from Snowy River is an Australian television series based on Banjo Paterson's poem ""The Man from Snowy River"". Released in Australia as Banjo Paterson's The Man from Snowy River, the series was subsequently released in both the United States and the United Kingdom as Snowy River: The McGregor Saga.

The television series has no relationship to the 1982 film The Man from Snowy River or the 1988 sequel The Man from Snowy River II. Instead, the series follows the adventures of Matt McGregor, a successful squatter, and his family. Matt is the hero immortalized in Banjo Paterson's poem ""The Man from Snowy River"", and the series is set 25 years after his famous ride.",0.03106478023553225,0.66,0.00038387715930902113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1994.0,False
Black Mirror,"Over the last ten years, technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home; on every desk; in every palm - a plasma screen; a monitor; a smartphone - a black mirror of our 21st Century existence.",0.05419280130802857,0.8284000000000001,0.20759223715077843,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2011.0,True
New Girl,"Jessica Day is an offbeat and adorable girl in her late 20s who, after a bad breakup, moves in with three single guys. Goofy, positive, vulnerable and honest to a fault, Jess has faith in people, even when she shouldn't. Although she's dorky and awkward, she's comfortable in her own skin. More prone to friendships with women, she's not used to hanging with the boys—especially at home.",0.05619714000085759,0.7359,0.057794838984858175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,False
Ghost Whisperer,"Newlywed Melinda Gordon tries to help the dead communicate with loved ones, but sometimes the messages she receives are intense and confusing. Most of Melinda's efforts involve resolving conflicts that are preventing the spirits from passing over.",0.05653029844845597,0.8085000000000001,0.07131584559607593,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2005.0,False
High School Musical: The Musical: The Series,A group of East High students countdown to the opening night of their school’s first-ever production of “High School Musical.” Showmances blossom; friendships are tested while new ones are made; rivalries flare and lives are changed forever as these young people discover the transformative power that only a high school drama club can provide.,0.03240572053708555,0.8,0.03292812966517381,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2019.0,False
The Wire,"Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.",0.04849924915874125,0.8560000000000001,0.09004052036681595,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002.0,False
Full House,"After the death of his wife, Danny enlists his best friend and his brother-in-law to help raise his three daughters, D.J., Stephanie, and Michelle.",0.047196922909065936,0.7552,0.04295158882490936,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1987.0,False
Holiday Baking Championship,"The search to find the greatest holiday baker begins as amateur bakers enter the kitchen, where they show off their family traditions and superb baking skills. To survive the challenges from week to week, they must prove their abilities in front of our tough-love judges.",0.0437057187186331,0.8300000000000001,0.0005118362124120282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014.0,True
Cardfight!! Vanguard,"Aichi Sendō is a timid third-year middle school student who has always lived his life looking backwards rather than forward. However, he has a card called ""Blaster Blade"" that was given to him when he was little, which is the sole thing that sustains him. Then Kai Toshiki, a cool-hearted high schooler, introduces Aichi to a card game called ""Vanguard"". When participants battle they picture they are on a planet called ""Klay"", and since Vanguard features a never before seen game system it has become popular around the world. Aichi immediately likes Vanguard, so he begins to play it with his friends Misaki Togura and Kamui Katsuragi, and others like his new rival Kai (who is one of the best Vanguard players). Aichi plays every day and he strives with all his soul and heart to play better, so when he battles Kai, Kai will recognize Aichi's worth.",0.04776041866612248,0.53,0.00038387715930902113,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,False
Beavis and Butt-Head,"Two dimwitted teenagers discuss TV, heavy-metal music, nachos, and trying to ""score with chicks."" When the duo aren't sitting on the couch, they try to pick up girls at the local convenience store, slack off at school, or wreak havoc while working at a burger joint.",0.04225365076777981,0.7069000000000001,0.01582426956707187,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,False
Polizeiruf 110,"Polizeiruf 110 is a long-running German language detective television series. The first episode was broadcast 27 June 1971 in the German Democratic Republic, and after the dissolution of Fernsehen der DDR the series was picked up by ARD. It was originally created as a counterpart to the West German series Tatort, and quickly became a public favorite.",0.06419069774020242,0.6405000000000001,0.0008957133717210493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971.0,True
America's Book of Secrets,"Have you ever wondered what goes on behind the scenes of the most legendary monuments and powerful organizations in the United States? America’s Book of Secrets lifts the veil of mystery, giving you unparalleled access to historical narratives and insider information previously hidden from the public. Through in-depth research and exclusive channels, this series delves into a variety of familiar but enigmatic American institutions, from the FBI and the Pentagon to Fort Knox and Area 51. Go beyond the locked doors and security checkpoints of government agencies, famous landmarks and stealthy societies to glimpse the hidden worlds you were never intended to see.",0.02873963061169373,0.75,0.0005118362124120282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,False
New Looney Tunes,"Wabbit is an animated series starring Bugs Bunny. The series features many other Looney Tunes characters including Wile E. Coyote, Yosemite Sam, and the Tasmanian Devil.",0.046912705527219885,0.7061000000000001,0.005971422478140328,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015.0,False
Japan Railway Journal,"Discover the secrets of Japan's railways, from the newest technologies and systems in use, to travel tips and must-see places.",0.046829640415621904,0.8,8.530603540200469e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,True
Shark Week,"The Discovery Channel's Shark Week, first broadcast on July 17, 1987, is a weeklong series of feature television programs dedicated to sharks. Held annually, normally in July or August, Shark Week was originally developed to raise awareness and respect for sharks. It is the longest-running cable television programming event in history. Now broadcast in over 72 countries, Shark Week is promoted heavily via social networks like Facebook and Twitter.",0.0468240279080815,0.75,0.0005971422478140328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988.0,True
The Carol Burnett Show,"The Carol Burnett Show is an American variety/sketch comedy television show starring Carol Burnett, Harvey Korman, Vicki Lawrence, Lyle Waggoner, and Tim Conway. It originally ran on CBS from September 11, 1967, to March 29, 1978, for 278 episodes and originated from CBS Television City's Studio 33. The series won 25 prime time Emmy Awards, was ranked No. 16 on TV Guide's 50 Greatest TV Shows of All Time in 2002 and in 2007 was listed as one of Time magazine's ""100 Best TV Shows of All Time.""",0.04677755634564696,0.7473000000000001,0.002388568991256131,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1967.0,False
The Apothecary Diaries,"Maomao lived a peaceful life with her apothecary father. Until one day, she's sold as a lowly servant to the emperor's palace. But she wasn't meant for a compliant life among royalty. So when imperial heirs fall ill, she decides to step in and find a cure! This catches the eye of Jinshi, a handsome palace official who promotes her. Now, she's making a name for herself solving medical mysteries!",0.046716716763908976,0.8896000000000002,0.005544892301130305,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2023.0,True
Wolf's Rain,"Paradise—a legend, a myth, and a hopeless dream in a world that has become a wasteland. It is not meant for everyone, only the wolves thought to be extinct yet still roam the lands. When the Flower Maiden awakens, the path to the end will open.

Kiba, a lone white wolf, wanders into a poverty stricken city on a quest. The scent of Lunar Flowers and the will to find Paradise is all he has. Along the way, he runs into other outcast wolves—Tsume, Hige, and Toboe, each with their own story and troubles. Fate bringing them together, they seek out the Flower Maiden, Cheza, and their way to Paradise. But, doing so is no simple matter. Up against a world that fears them and a man with mysterious abilities, their journey is overrun with challenges and worse—sacrifices. With limited time, they must fight to protect Cheza against everyone who seeks her and discover the hidden path to their destiny.",0.04671402276028958,0.79,0.007506931115376413,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,False
Rise of the Teenage Mutant Ninja Turtles,"Rise up! The Teenage Mutant Ninja Turtles get an all-new look, new weapons, and awesome new powers! Join the legendary heroes, Raph, Leo, Donnie and Mikey as these brothers discover a Hidden City beneath New York, learn amazing mystic ninja skills, battle absurd mutants… and always find time for a slice of their favorite pizza! Cowabunga!",0.04666440819363241,0.7196,0.0021753039027511195,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
