name,overview,popularity,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,first_air_year,in_production_True
The Sandman,"After years of imprisonment, Morpheus — the King of Dreams — embarks on a journey across worlds to find what was stolen from him and restore his power.",0.02106104679551637,0.8,0.08317338451695458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,True
MEGALOBOX,"A desolate land stretches out from the city of poverty. A motorcycle speeds recklessly, blowing clouds of sand and dust. The rider is the protagonist of this story – he has neither a name nor a past. All he has is his ring name, “Junk Dog” and a technique for rigging MEGALOBOX matches with his pal Gansaku Nanbu, which they use to support their hand-to-mouth lives. JD is bored, resigned, and unfulfilled. Yuri has been the reigning champion of MEGALOBOX for the past few years. He has the skills and presence of a true champion. This is a story of JD and his rival, Yuri.",0.020609576688966284,0.7948000000000001,0.009042439752612498,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
Jormungand,"Jonah is a child soldier and the newest bodyguard for Koko, an international arms dealer with an entourage of hired guns. The cold-blooded kid hates Koko’s line of work, but following her into the darkest corners of the black market might be the only way he can find those responsible for his family’s slaughter. Besides, his employer isn’t like most merchants of death. She uses guile and cutthroat tactics to keep her clients armed to the teeth—all while cultivating her own warped plan for the future of world peace. With the CIA desperate for her capture, assassins eager to collect her head, and the potential for every contract to end in ultra-violence, Koko and her comrades in arms bring the boom to every corner of the world.",0.020864609031602234,0.77,0.002345915973555129,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,False
Normal People,"Marianne and Connell weave in and out of each other’s lives in this exploration of sex, power and the desire to love and be loved.",0.01999040485710893,0.8119000000000001,0.044316485391341434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,False
Teekyu,"The series follows the hilarious everyday routines of four girls in the Kameido High tennis club who, on occasion, actually play some tennis.",0.026109160577657237,0.5765,0.0007251013009170399,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,False
Midnight Horror Story,Six celebrities are judged by “Dark Spirits” as they compete to tell the best horror story for a chance to win this haunting Korean variety show.,0.012835131243998828,0.6000000000000001,4.2653017701002346e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,True
Switch,"Switch is an American action-adventure, tongue-in-cheek detective series starring Eddie Albert and Robert Wagner, who work as private eyes, for a deceptive sting operation. It was broadcast on the CBS network for three seasons between September 9, 1975 and August 20, 1978, bumping the Hawaii Five-O detective series to Friday nights.",0.019598876331090354,0.67,0.00038387715930902113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1975.0,False
Digimon Tamers,"A group of 12-year-old fans of the Digimon card game meet their own Digimon friends and start to duel ""bio-emerging"" Digimon who cross the barrier between the information network and their world.",0.017798608412430403,0.86,0.01381957773512476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.0,False
Star Wars: Forces of Destiny,"An animated micro-series starring Rey, Jyn Erso, Princess Leia, Ahsoka Tano, and more. Small moments and everyday decisions shape a larger heroic saga.",0.019988833354997612,0.5,0.0021326508850501172,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0,False
The Masked Singer Australia,"Australian version of the reality singing competition where celebrities battle it out with one major twist: each singer is shrouded from head to toe in an elaborate costume, concealing their identity from the audience and the viewers at home.",0.018465823308833614,0.9800000000000001,0.00021326508850501172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,True
Miracle Girls,Miracle Girls is a Japanese manga written and illustrated by Nami Akimoto. It was adapted into an anime series by Nippon Animation in 1993. Tokyopop has licensed the manga for English release in North America.,0.022251347394685227,0.8300000000000001,0.00012795905310300704,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,False
Final Fantasy: Unlimited,Twins Ai and Yu Hayakawa decide to set forth in search of their parents and the mysterious dimension they studied.,0.015926949397856514,0.7000000000000001,0.0005971422478140328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.0,False
"The Wiggles: Ready, Steady, Wiggle","A show geared for babies up to older toddlers. This show is full of music, teaching kids songs and easy dances.",0.014061576391727882,0.5900000000000001,0.0008104073363190445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998.0,True
The Smurfs,"Blue and small, standing only three apples high, the Smurfs might be hard to tell apart at first. However, each Smurf is a distinct individual with his or her own personality, their names say it all",0.02055412511446709,0.71,0.007123053956067392,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021.0,True
I Feel Bad,"Emet is the perfect mom, boss, wife, friend and daughter. Okay, she's not perfect. In fact, she's just figuring it out like the rest of us. Sure, she feels bad when she has a sexy dream about someone other than her husband, or when she pretends not to know her kids when they misbehave in public, or when she uses her staff to help solve personal problems. But that's okay, right? Nobody can have it all and do it perfectly.",0.01721154012370416,0.55,0.0005544892301130305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
Chunja's Happy Events,"Chunja's Happy Events, also called Happy Events at Chunja's or Chunja's Special Day, was a Korean TV drama that aired from May 19, 2008 to November 13, 2008 on MBC.",0.018918415916891786,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008.0,False
Little Angel Face,"Carita de Angel  is a remake of the telenovela Papa Corazon, which also was adapted for Mundo de juguete. Tells the story of Dulce Maria, a sweet, 5-year-old girl full of joy, compassion, and good feelings. After the death of her mother, her father Luciano Larios sinks into depression and lives abroad for a few years, leaving his daughter and loved ones behind. Dulce Maria enrolls in a Catholic boarding school for girls called ""Reina de America"" (Queen of America) to be taken care of by the nuns, as well as being taken care of by her uncle Gabriel, who is a priest.",0.01785181498391343,0.7769,0.016336105779483898,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,False
The Knockout,"20 years of perseverance, hot-blooded teenagers finally become the people's hero.",0.017927022584954846,0.8176000000000001,0.0036255065045851993,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,False
The Great Escape,"The variety show is a large-scale game show, where the members will try and escape a secret room.",0.018975663493803904,0.8800000000000001,0.00034122414160801877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
Cennet,"Cennet is abandoned at birth and raised by her grandmother. Despite facing financial constraints, the young woman becomes a brilliant architect. Time puts everything in its place. In an expected turn of events, Cennet comes back into the lives of her biological mother and her childhood love. Through a path of revenge and redemption, Cennet teaches an inspiring lesson to the two most meaningful people in her life.",0.012041971678388951,0.36000000000000004,0.00017061207080400938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,False
Chernobyl,The true story of one of the worst man-made catastrophes in history: the catastrophic nuclear accident at Chernobyl. A tale of the brave men and women who sacrificed to save Europe from unimaginable disaster.,0.021219544008457377,0.8672000000000001,0.25851994028577524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,False
Jin,"A brain surgeon named Minakata Jin has spent the last two years in anguish, as his fiancee lies in a vegetative state after an operation he performed. One day, he faints at the hospital and awakens to find himself transported back in time to the Edo period. He is soon attacked by a samurai, but he escapes with the help of a man named Kyotaro. Kyotaro suffers a serious injury to the head while trying to protect him, but Jin manages to save his life despite a lack of proper medical equipment. Because of that, Kyotaro's sister Saki begins taking an interest in Jin and becomes his assistant. Meanwhile, Jin is determined to find a way back to the present.",0.01930994444291036,0.8,0.0010663254425250586,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,False
Spider-Man: The New Animated Series,"Bitten by an irradiated spider, teenager Peter Parker gains arachnid-like powers that make him both a hero to those in need and a vigilante wanted by the police.",0.016727741973721344,0.71,0.014587332053742802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,False
Don't Trust the B---- in Apartment 23,"After a naive Midwestern girl's big city dreams are dashed her first week in New York, she finds herself living with her worst nightmare in this hilarious, contemporary comedy about a female odd couple who are surrounded by an outrageous cast of characters.",0.012911236846246704,0.6756000000000001,0.011473661761569632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,False
The Killer Inside,Psychological crime series following the investigations of interrogation experts Julie Beauchemin and Maxime Moreli.,0.028672505021510496,0.39,0.0005971422478140328,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,False
Noragami,"Hiyori Iki is a normal middle school student until she was involved in a bus accident while trying to protect a stranger. This incident causes her soul to frequently slip out of her body, and she becomes aware of the existence of two parallel worlds. Through her soul, she meets the strange, nameless god without a shrine, Yato. Yato is determined to make a name for himself out there by accepting any wishes for 5 yen, including Hiyori's to fix her body.",0.019758496045539437,0.8295,0.024866709319684367,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,False
The Bureau,"Within the DGSE (General Directorate for External Security), a department called the Office Of Legends (BDL) forms and remote pilot the most important agents of the French intelligence services: Clandestine. Immersion in hostile country, their mission is to identify individuals who may be recruited as sources of information. Operating ""under caption"", that is to say in a fabricated identity from scratch, they live for many years in a permanent duplicity. Our hero just returned from a clandestine mission six years in Damascus. But contrary to what is required by safety rules, he does not abandon his legend and the identity under which he lived in Syria, thus putting in danger the whole system.",0.01942197009341682,0.8141,0.006525911708253359,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,False
My Uncle Zhou Enlai,"This drama describes the life of Zhou Enlai, who serves as Premier of the People's Republic of China, from the founding of the Communist State in 1949 to 1976 until his death.",0.016297150395221557,0.9300000000000002,0.00012795905310300704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,False
Kids' Choice Awards,"Honoring the year's biggest in television, film, music, and sports as voted by viewers worldwide of Nickelodeon networks. Winners receive a hollow orange blimp figurine which also functions as a kaleidoscope.",0.024878225423895856,0.8800000000000001,0.0005118362124120282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987.0,True
封神榜,,0.019032686570414407,1.0,4.2653017701002346e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0,False
Jasuben Jayantilaal Joshi Ki Joint Family,Jasuben Jayantilaal Joshi Ki Joint Family is an Indian daily soap that aired on NDTV Imagine.,0.02864421798350686,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008.0,False
Vandaag Inside Oranje Quiz,,0.011316386703565537,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,True
The Real,"The Real is an American talk show that is hosted by Tamar Braxton, Loni Love, Adrienne Bailon, Jeannie Mai and Tamera Mowry-Housley. The series debuted on July 15, 2013, and airs in seven Fox owned markets: New York, Los Angeles, Washington D.C., Philadelphia, Phoenix, Houston and Tampa. The Real completed its four week summer in 2013. If approved by Fox, the series will receive a nationwide syndicated launch in 2014. In 2016, it was announced that Tamar Braxton would depart from the series due to her deciding to focus on her music career and to still be on Braxton Family Values.",0.023235556716970453,0.7200000000000001,0.00034122414160801877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,False
Amor Fati,"A divorcee with cancer and a penniless single father meet and heal their wounds with the help of each other.

Do Yeon-Hee (Choi Jung-Yoon) is the only daughter-in-law of a family, who runs the Rara Group. She has a perfect life, but her husband cheats on her. Due to the other woman, Do Yeon-Hee’s life changes completely.

Han Jae-Kyeong (Ahn Jae-Mo) used to be a professional golfer. To let his wife achieve her dream and support her while she studies abroad, he quit playing golf and became a golfing instructor at a practice facility. He raises his son by himself, while his wife is away. When his wife returns to South Korea, she asks him for a divorce.",0.021118518872730106,0.5,8.530603540200469e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,True
Departure,"Follow the mystery of Flight 716 - a passenger plane that vanishes over the Atlantic Ocean. Following the mysterious crash, recently widowed, brilliant aviation investigator Kendra Malley is called in to investigate by her former boss and mentor Howard Lawson.",0.02863680947355353,0.6900000000000001,0.002345915973555129,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,True
The Mod Squad,"The Mod Squad was the enormously successful groundbreaking ""hippie"" undercover cop show that ran on ABC from September 24, 1968, until August 23, 1973. It starred Michael Cole as Pete Cochren, Peggy Lipton as Julie Barnes, Clarence Williams III as Linc Hayes, and Tige Andrews as Captain Adam Greer. The executive producers of the series were Aaron Spelling and Danny Thomas.

The iconic counter-culture police series earned six Emmy nominations, four Golden Globe nominations plus one win for Peggy Lipton, one Directors Guild of America award, and four Logies. In 1997 the episode ""Mother of Sorrow"" was ranked #95 on TV Guide's 100 Greatest Episodes of All Time.",0.016151898700075905,0.6286,0.0008957133717210493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1968.0,False
"Um, Actually...","Introducing a game show of fandom minutiae one-upmanship, where nerds do what nerds do best: flaunt encyclopedic nerd knowledge at Millennium Falcon nerd-speed.",0.011936681036930973,0.9800000000000001,0.00021326508850501172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,True
Kaun Banega Crorepati,"Hosted by India's biggest superstar, Amitabh Bachchan, one of the biggest shows is here to entertain millions, change lives and make dreams come true.",0.017873367012868582,0.7000000000000001,0.0010663254425250586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,True
Space Emperor God Sigma,"Space Emperor God Sigma is an anime series aired from 1980 to 1981. There were 50 episodes. It is also referred to as ""God Sigma Empire of Space"" and ""Space Combination God Sigma"".",0.017787383397349595,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981.0,False
Really Wild Animals,"An animated globe named Spin whisks kids around the world, teaching them about animals and their habitats.",0.011302916685468567,0.9,4.2653017701002346e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,False
Luna & Sophie,"Luna Kunath (Caroline Erikson) and Tamara Meurer (Anjua Pahl) work together in the Potsdam murder commission. Luna is single, strong, assertive, funny, empathic, sporty and fast in the head. It is an excellent policewoman whose carefree always accompanies with a little naivety and brings you again and again in brenzy situations. Tamara, however, has more mature, adult.

The two of the boss Bernhard Henschel (Michael Lott) and the colleagues David Grünbaum (Omar El-Saeidi), Christoph Westermann (Hendrik von Bültzingslöwen), lail-sure Thomas Brandner (Yung No) and legal physician Werner Vense (Bernd Stegemann). Potsdam, Berlin's pretty little sister, confronts the commissars again and again with a wide variety of life effects. However, the team not only determines in Potsdam, but must always be out of the surrounding area. Because the crime does not stop at the city limit.",0.013393014493514974,0.63,0.00012795905310300704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,True
Stars in the House,"In the wake of the Coronavirus pandemic and theatres across the world closing their curtains indefinitely, SiriusXM host Seth Rudetsky and his husband, producer James Wesley have created Stars in the House, a daily live streamed series to support The Actors Fund and its services.",0.01470230025254039,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,True
Kakegurui,"Hyakkaou Private Academy. An institution for the privileged with a very peculiar curriculum. You see, when you're the sons and daughters of the wealthiest of the wealthy, it's not athletic prowess or book smarts that keep you ahead. It's reading your opponent, the art of the deal. What better way to hone those skills than with a rigorous curriculum of gambling? At Hyakkaou Private Academy, the winners live like kings, and the losers are put through the wringer. But when Yumeko Jabami enrolls, she's gonna teach these kids what a high roller really looks like!",0.014868205975434728,0.8186,0.06197483471955641,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,False
The Birthday Boys,"""The Birthday Boys"" is a scripted original sketch comedy, executive produced by Bob Odenkirk (""Breaking Bad"", ""Mr. Show"") and Ben Stiller (""The Secret Life of Walter Mitty"", ""Zoolander""). The series features the Los Angeles comedy group of the same name (UCB Theatre Los Angeles, Just for Laughs Festival) along with Odenkirk and is in the classic vein of absurd/silly/smart/funny variety shows (""Mr. Show"", Monty Python), featuring sketches that twist real-life moments and cultural touchstones.",0.015501970326897135,0.675,0.0004691831947110258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,False
Workplace Newcomers,,0.019938994288038827,0.5,8.530603540200469e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,True
The Iron Empress,"Empress Cheonchu is a 2009 South Korean period television series based on the titular character, an actual historical figure and her lifelong struggle to protect the country her ancestors built. The granddaughter of Goryeo Dynasty founder Taejo Wanggeon, the empress ruled as the regent for her son Mokjong, the dynasty's seventh ruler. Determined to realize her ambitious goals for the kingdom of Goryeo, she dons armor, battles against foreign invaders, and tramples her lover, her son and brother in her rise to power.",0.021626787555589083,0.48,0.00017061207080400938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,False
Brave Police J-Decker,"Brave Police J-Decker is the fifth series of the anime television meta Brave series which aired in Japan during 1994 and 1995. Brave Police J-Decker returns the series to a subtly lighter tone, focusing more on the concept of ""robot as human-built AI construct"" emphasized by the previous season's series, The Brave Express Might Gaine. The series takes place in the fictional city of Nanamagari City.",0.020315256793547502,1.0,4.2653017701002346e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,False
Expédition extrême,"Francis Bouillon, former defenseman of the Montreal Canadiens, is the expedition leader who makes famous personalities live through survival experiences. Over a period of up to 48 hours, guests are placed in a perilous situation inspired by actual events.",0.018794940751002902,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,True
Super Trio Series,"The Super Trio Series is a Hong Kong variety show produced by TVB. The series debuted in 1995, and remained in production for eighteen years due to its popularity. The show was hosted by Eric Tsang and his two assistants - Jerry Lamb and Chin Kar-lok. The show initially ended its run with the airing of the final episode on July 16, 2005. However, on March 9, 2008, the first episode of the show's spin-off series Super Trio Wonder Trip was aired; its main purpose was to introduce a series of new games that are to be imported from various game shows all over the world and would appear in series 8, Super Trio Supreme.",0.020931510121483848,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,False
Scarlet Heart,"Zhang Xiao, a Chinese young woman from the 21st century, accidentally travels back in time to the Qing Dynasty period during the reign of Kangxi Emperor after experiencing a deadly combination of traffic collision and electrocution, resulting her somehow reliving the life of one of her previous incarnations and forcing her to assumes the identity belongs to her past: Maertai Rouxi (Liu Shi Shi), the teenage daughter of a Manchu nobleman, who also had a near-fatal incident in her own time which Zhang awakes from.",0.017812302930828985,0.78,0.0005544892301130305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,False
Great Pretender,"Supposedly Japan's greatest swindler, Makoto Edamura gets more than he bargained for when he tries to con Laurent Thierry, a real world-class crook.",0.027070470869177615,0.75,0.004521219876306249,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,False
"Bye Bye, Earth","Belle Lablac doesn’t really fit in as the only human being in a world full of anthropomorphic animals. No fangs, no fur, no scales, no claws. Lonely and eager to discover where she comes from, Belle journeys to find answers to the questions of her heart. Carrying nothing but her giant sword, the Runding, she faces a world of possibilities and pitfalls in hopes of discovering the truth.",0.0196884519514352,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,True
Gleipnir,"Shuichi Kagaya is an ordinary high school kid in a boring little town. But when a beautiful classmate is caught in a warehouse fire, he discovers a mysterious power: he can transform into a furry dog with an oversized revolver and a zipper down his back. He saves the girl’s life, sharing his secret with her. But she’s searching for the sister who killed her family, and she doesn’t care how degrading it gets: she will use Shuichi to accomplish her mission…",0.019463951649819042,0.8161,0.027724461505651526,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,False
Mohabbat Satrangi,"Join us for ‘Mohabbat Satrangi,’ where family life takes center stage. Secrets emerge, testing love and resilience. Experience an emotional rollercoaster as relationships are put to the test in this heartfelt drama.",0.016621328830755285,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024.0,True
The Sympathizer,"An espionage thriller and cross-culture satire about the struggles of a half-French, half-Vietnamese communist spy during the final days of the Vietnam War and his resulting exile in the United States.",0.016176144732650447,0.7400000000000001,0.002473875026658136,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,False
Mulheres de Areia,"The story of the rivalry between the twin sisters Ruth and Raquel takes place in the fictional Pontal D'Areia, on the coast of Rio de Janeiro. They have very different personalities. Ruth is sweet, calm and has a good heart. Raquel, on the other hand, is selfish, aggressive and mean.",0.011616094606223103,0.73,0.0011516314779270633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,False
Wedding Ring,,0.014696912245301601,0.30000000000000004,4.2653017701002346e-05,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008.0,False
Delicious Rendezvous,"Baek Jong Won is here again to help out an industry. This time, he goes all out to promote local food. He visits various regions and learn about their local produce. By creating different meals with these ingredients, Mr. Baek is able to sell them in rest stops. Yang Se Hyeong, Kim Hee Chul, and Kim Dong Jin are here to assist.",0.016839543123926187,0.9,8.530603540200469e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,False
All American: Homecoming,"Follow the journeys of Simone Hicks, a tennis hopeful from Beverly Hills, and elite baseball player Damon Sims from Chicago, as they navigate life at the prestigious HBCU Bringston University.",0.01732581077722678,0.8,0.0022606099381531244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,True
Here Comes Kalle,Da kommt Kalle is a German television series.,0.018400269220761697,0.1,4.2653017701002346e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0,False
"Doogie Kamealoha, M.D.","Lahela 'Doogie' Kamealoha, a 16-year-old prodigy juggles a budding medical career and life as a teenager. With the support of her caring and comical 'ohana (family) and friends, Lahela is determined to make the most of her teenage years and forge her own path.",0.013575308738427293,0.77,0.008018767327788442,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021.0,False
The Pet Girl of Sakurasou,"Sorata Kanda, a high school sophomore living in Sakurasou, the den of their academy's problem children, spends his days being dragged around by the strange residents, swearing he's going to escape Sakurasou one day.",0.022146954754433713,0.7742,0.004222648752399232,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,False
The Glory of Tang Dynasty,"It is a adapted from a novel by Cang Min Shui 沧溟水 that tells the life of a woman, intelligent and kind, who becomes a concubine of the inner court while her love for the people enables her to do great things for the country. It's standard palace politics that we've all heard before but also the kind of story that can be so addictively good.",0.017648642210950808,0.6200000000000001,0.0002559181062060141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,False
Sir Francis Drake,"Sir Francis Drake was a British adventure television series starring Terence Morgan as Sir Francis Drake, commander of the sailing ship the Golden Hind. As well as battles at sea, sword fights, the series also deals with intrigue at Elizabeth's court, often caused by Spaniard, Mendoza.",0.019268187386809757,0.4,0.00021326508850501172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961.0,False
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,"The story is set in a prison in the near future. It revolves around Hina Saotome, imprisoned despite her innocence, and the elegant yet sadistic guard Aki Myoujin. Hina's heart and body are at the mercy of Myoujin's ""heartless yet sweet domination"" from physical examinations to lovers' prison visits.",0.028499415288964443,0.77,0.0002559181062060141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
Hombres de honor,"Hombres de honor was a 2005 Argentine telenovela, produced by Pol-Ka and aired by El Trece. It was starred by Laura Novoa and Gabriel Corrado.",0.022783413109515514,0.4,8.530603540200469e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005.0,False
Jankenman,"There is a small village called Janken Town. The hero Jankenman protects the village and defeats his adversaries by playing games of rock-paper-scissors with them. Meanwhile, the villain Osodashi Mask always tries to deceive others.",0.02250211423159047,0.6000000000000001,8.530603540200469e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991.0,True
Caribbean Flower,"Cassiano, an air force pilot, and Ester, a tourist guide, fall madly in love at a young age. Their love grows throughout the years until they fall victim to a treacherous plot carried out by Alberto. This unscrupulous friend, who secretly loves the young woman, creates a plan to get rid of his rival. After being assigned by Alberto to deliver diamonds in the Caribbean, Cassiano suddenly disappears and is presumed dead. While Cassiano falls prey to dangerous Dom Rafael, Alberto takes the opportunity to comfort Ester and, fulfilling his evil plan, they marry.Cassiano, who remained in captivity for years, manages to escape with the help of a fellow prisoner named Duque and, pretending to be a tourist, reaches Brazil. Now he wants to square accounts with his former friend and reclaim Ester’s love.",0.019730209007535804,0.6714000000000001,0.0002985711239070164,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013.0,False
Vampiyan Kids,"Vampiyan Kids is a Japanese anime television series by Production I.G. It began airing in Japan on October 13, 2001, and finished airing on March 30, 2002. The series lasted 26 episodes, with 3 episodes being DVD only.",0.019941912791959837,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.0,False
Night and Day,"Night and Day is a British soap opera which was produced by Granada Television for LWT and ran on ITV from 2001 to 2003.

Its theme-song, ""Always & Forever"", was sung by Kylie Minogue.",0.01994168829165822,0.7000000000000001,8.530603540200469e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001.0,False
The Girl Who Leapt Through Space,"In the year 311 of the Orbital Calendar, humanity has migrated to countless colony clusters in space. A space colony girl named Akiha Shishidou encounters a malevolent artificial intelligence named Leopard that has been installed on a colony.",0.01993360628080004,0.81,0.0002985711239070164,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,False
VanDread,"Hibiki Tokai, a male third-class laborer from Taraak, ends up stuck on a battleship after a botched attempt at stealing a robot. When female pirates capture the Taraakian Vanguard, things don't look like they could get any worse.",0.019932034778688726,0.5599999999999999,0.0006824482832160375,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,False
Nattering with Nah,,0.019931585778085494,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,True
Super Doll★Licca-chan,"Super Doll★Licca-chan (スーパードール★リカちゃん Sūpā Dōru Rika-chan?) is TV anime series which ran on TV Tokyo from 1998–1999. Kodansha also serialized a manga based on the anime series in its monthly manga magazine Nakayoshi. The story follows an ordinary elementary school girl named Licca Kayama and the strange circumstances surrounding her origins, as well as the origins of her protector, Doll Licca.

The series is an original story spin-off inspired by the long-selling and popular Takara doll lineup ""Licca-chan"", created by Miyako Maki, designed to expand the regular dress-up doll series into a line of action figures. However, the new figures were only a mild success, and did not remain in production for long.",0.019923952767830544,1.0,8.530603540200469e-05,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1998.0,False
